label
02-H  -X-R  -
05-H  -X-R  -
07-H  -X-R  -
10-H  -X-R  -
12-H  -X-R  -
13-H  -X-R  -
14-H  -X-R  -
15-H  -X-R  -
16-H  -X-R  -
18-H  -X-R  -
19-H  -X-R  -
20-H  -X-R  -
21-H  -X-R  -
23-H  -X-R  -
