label
01-H   -C-R   -
02-H   -C-R   -
03-H   -C-R   -
04-H   -C-R   -
05-H   -C-R   -
06-H   -C-R   -
07-H   -C-R   -
08-H   -C-R   -
09-H   -C-R   -
10-H   -C-R   -
11-H   -C-R   -
12-H   -C-R   -
13-H   -C-R   -
14-H   -C-R   -
15-H   -C-R   -
16-H   -C-R   -
17-H   -C-R   -
18-H   -C-R   -
19-H   -C-R   -
20-H   -C-R   -
21-H   -C-R   -
22-H   -C-R   -
23-H   -C-R   -
